,translated_text
493,"It is unclear what the rationale was for the changes made in June regarding the translation of Protestant and Catholic terms, and there is no visible consensus among the editors. Please note that the 'Comparison Table of Chinese Bible Translation Terms' clearly indicates that the Protestant translation is more commonly used in Chinese-speaking communities, and most Chinese entries adopt the new translation method."
494,"Earlier you were still looking at the content, but later you basically didn't look, which is why you kept reverting—wasn't that the case? Facts can even be described as attacks. I was still editing when I was interrupted; you should have waited for me to finish editing, checked if there were any issues, and then made other changes."
495,"These few sentences were translated by me, just to respond. This kind of ceremony has a specific term called 'Yuanfu', but from my research, there doesn't seem to be a widespread custom of cutting the legs. Japanese military officers all have a 'specialty' or 'major' attribute, mostly obtained from naval academies, and it needs to be included in their resumes."
496,"At the very bottom of the page, the phrase 'Taiwan Province of the People's Republic of China (the PRC officially claims Taiwan as one of its provinces, see: Taiwan issue)' is, in my opinion, unfair and not objective. Reason: This sentence deliberately emphasizes the official claim, as if the people on the mainland do not make the same claim."
497,"I don't quite understand how you have interpreted the DYK rules after being part of WP for such a long time. The current rules are basically the same as when I was active in 2014-15, except that the 5 days have changed to 7 days."
498,"It is conceivable that these were done by enthusiasts or admirers of Japanese history. Throughout history, there have been countless instances of countries changing their names, and if we were to rigidly adhere to the official names of the time, the resulting encyclopedia content would be unreadable."
499,"Sources have been added, and now almost all sections have sources. The date of the population census has been added. The images have been reformatted."
500,"I don't know the reason you provided this chart? What sources did the person who made this chart use? As far as I know, the content of this chart is too superficial and too simplistic. For example, the Amis people don't necessarily use the father's name, and the naming method of the Tao people is even more complex."
501,"According to the edit history, User:Roylai133 and I (User:Tvb10data) have differing opinions on the use of the characters '話' and '集'. I advocate for using the character '集' because, according to the TV station's promotional materials, the character '集' is used."
502,"Is this considered original research without a source? In the sorting process, the part that consumes more performance lies in the data movement. Therefore, a common way to improve performance is by creating an index array. During sorting, the movement is done through pointers rather than directly moving the data, which can significantly improve performance."
503,All of these reports come from unreliable media and cannot be independently verified. These one-sided statements are no different from CCAV. So it's best not to include them....
504,"At first glance, the discussion above may not be very clear. The discussion should be directed at the person who first edited this entry, who actually said it was a 'proper noun in Naruto...'. I feel helpless and saddened by the current fast-food comics and culture."
505,"The full name is 'Imperial Examination System', abbreviated as 'Imperial Exams'. 'Imperial Examination System' better explains the meaning of the term, and in addition, 'Imperial Examination System' is more commonly used than 'Imperial Exams'. For example, we say 'the differences between the Imperial Examination System of the Sui and Tang dynasties and that of the Ming and Qing dynasties' rather than 'the differences between the Imperial Exams of the Sui and Tang and those of the Ming and Qing'."
506,"The placement of source citations for internal links also needs attention/checking. According to Wikipedia's citation guidelines, if a source is cited for a particular sentence, it should be placed between the last word of the sentence and the period (or punctuation mark)."
507,"There were all kinds, and at the time there was actually no unified method for organizing them. The main organization was likely focused on the Chinese embassies in XX and the Republic of China embassies in XX after the year 2000 when diplomatic ties were severed and reestablished, for reasons roughly as mentioned above."
508,"I request the removal of the part about Columbus falling in love with Princess Buminmin of Columbia in his early life. Or mark it as an error. To my knowledge, Columbia is a country in South America that only came into existence after South America's independence. And I believe the Americas were discovered when Columbus discovered them."
509,"Currently, the IMDB ratings for Puella Magi Madoka Magica and Neon Genesis Evangelion in the article are inconsistent with the IMDB links provided in the sources. As of now, the IMDB rating for Madoka is 7.7 and for EVA is 8.4, both lower than the 8.1 and 8.6 listed in the article."
510,"The National Taiwan University article has a literature section, one of which mentions a document from the NTU Campus Tour Club—'Revisiting the Campus: Reflecting on NTU's Campus Planning in the 1980s' by Hsia Chu-Joe. There are issues with accuracy."
511,"Searching online for Shi Lu Wen Shika, apart from this entry, there is only one other website that references this entry. —This unsigned comment was added by 2001:250:3002:5400:550D:3677:8245:B7C7 (talk | contributions)."
512,"Palm readers have a common practice when reading palms: men use the left hand, women use the right. 'Men to the left, because women are always right!'"
513,"Thanks for the help, 'this article' has been revised; however, the term 'special program' seems to be commonly used in Chinese, so it has been retained. Some internal links have also been removed."
514,"Pro-EU and anti-Russia are both leaning towards supporting the European Union, aren't they? This... makes no sense at all. Otherwise, can you provide a source showing that some protesters or factions are only anti-Russia but not pro-EU?"
515,"I can edit, thanks for your concern. Recently, tensions between us and Tianjin have been high. I almost had a conflict yesterday, but in the end, we talked it out and everyone remained good friends. I hope all of us involved in editing can stay restrained, be more understanding of disruptions from certain sources, and try to avoid mentioning people from certain regions."
516,I think this proposal is very good. I'm just not sure if it aligns with our usual naming conventions (or whether other Wikipedians will accept it—some might consider it original research).
517,"The current memory entry has been redirected to random access memory, and it says 'also called main memory.' But memory is definitely not the same as main memory. Because main memory includes not only memory but also the CPU's cache."
518,"The sentence about cohesion has been changed. As for how to denote isotopes, the 'style manual' actually doesn't specify. The two formats are mixed, and this is common in many chemistry articles, including the featured article on iridium."
519,Chao's correction (in bold below) is unfounded. Makoto Kobayashi and Toshihide Maskawa extended the Cabibbo angle to at least three generations of quarks [2].
520,"What does it mean to have a high status? Are those movie stars considered high status? For many people, most of them are just trash..."
521,"I support using 'Gleise' as the translation to maintain the accuracy of knowledge on Wikipedia. I have no opinion on the outcome and will not make any changes until a consensus is reached. However, I do have an opinion on whether personal names must be translated into Chinese."
522,"This entry has been around for almost nine years, is there really not a single person with some knowledge of music? @_@ In mainland China and Taiwan, 'Harpsichord' has long been uniformly referred to as '大鍵琴', while in Hong Kong it is called '古鍵琴'."
523,"(1) It is necessary and very important to write in English, see Talk:Common Cannabis#Is there a source for this translation?. (2)(3)(4)(5)(7)(9)(10)(11)(12)(13) have been edited. (6) Huoma is cannabis."
524,"The 1996 regulation established election as the only way to become the Pope, which means the appointment system has been abolished. The DYK question has already been changed. Please take a look to see if it's acceptable."
525,"After the Xinhai Revolution, the Republic of China was established. At that time, when the national language was being decided in the parliament, there was a strong call for Cantonese to become the national language of China."
526,"Where do the Tibetan and Aro names come from? If the Tibetan name can be confirmed to be correct, then translating it into Chinese is actually very simple."
527,"Please scroll up and read previous posts. You completely ignored the fact that Zheng Chenggong, Zheng Jing, and Zheng Keshuang used the title 'Great Ming General Who Suppresses Rebellions – Prince of Yanping' throughout their lives."
528,"I have also considered the issue of comparison with the foreign language version, as I still want to write more about leopards and China in the Chinese version. In addition, I believe that quoting more historical references about this beautiful species, the leopard, will inspire more protection and affection for it."
529,"Original research. 'To prevent any individual from holding national power for a long time, the Constitution of South Korea stipulates that the president cannot be re-elected.' The first half of the sentence is original research."
530,"Also, treating obviously anti-CCP foreign websites that actively smear China as reliable sources is truly outrageous. During Wen Jiabao's administration, the real power in China was held by Zhou Yongkang, Guo Boxiong, and other Jiang faction members; he ranked seventh in the Party."
531,"It is also part of the 'Tianjin Urban Rail Transit'. In the narrow and historical sense, Tianjin refers to the central urban area, but currently, the broader and official 'Tianjin' refers to the entire administrative region of Tianjin Municipality."
532,"In Taiwan, parallel computing is mainly translated as '平行計算', in Japan as '並列計算', and in China as '並行運算'. However, the term '並行運算' in China may be confused with concurrent computing."
533,"The article contains incorrect information and lacks reliable sources, while the creator repeatedly removes the citation request template without providing a reason. Therefore, I am submitting this article for review."
534,"It is recommended to use the entry name 'Ming Chengzu', and then provide detailed information such as his personal name, temple name, and posthumous title. Isn't the bold text at the beginning of the first paragraph just a repetition of the entry title? Also, please refer to the Chinese Wikipedia's guidelines on article naming: Wikipedia:Naming conventions#Chinese monarchs."
535,According to [Wikipedia:Biographies of living persons]: We must ensure the accuracy of the article and insist on using high-quality sources. Controversial content about living individuals that lacks sources or has insufficient sources should be removed immediately without waiting for the outcome of a discussion.
536,"Born in Shanghai, with ancestral home in Liuhe, seems correct. In this 'Short Biography', it says Ms. Wu was born in Shanghai in the first year of the Republic of China, and her father returned to Liuhe in the second year of the Republic, with Ms. Wu also spending that year in Liuhe. Taicang is very close to Shanghai."
537,"Using the current name or the name given by the owner for the entry title is very reasonable. It is appropriate to use Seoul as the entry title, but Hancheng was the name used for this city for 500 years, so it is certainly necessary to briefly mention it. Note that 'briefly mention' means not to take over the position of the main name."
538,"Some parts have been revised according to your suggestions (such as 'one' and 'its'). I believe the translation quality can still be improved, but it is not so bad that it is unreadable."
539,"I think the title should be 'Elisabeth (Empress of Austria)'. Although I agree that the name 'Princess Sissi' is the most well-known, this is mainly due to the character portrayed in the movies rather than the real person herself."
540,"This entry was originally intended to be completed for the 50th anniversary of this album, but it has been delayed until now... The entry is currently still being proofread and polished. We hope that colleagues interested in this entry, especially those familiar with music post-production and music theory analysis, can also participate in the proofreading of this entry or leave their comments here."
541,"But if there are fewer regions like here, I still recommend using flags. If you want to target areas with more regions, I suggest further simplifying 'Hong Kong', 'Japan', and 'Taiwan' to 'HK', 'JP', and 'TW'."
542,"1. Completely fabricated false accusations from beginning to end. 2. Spreading false information is spreading false information, and the source never said it was a 'global vote', so don't make things up."
543,"Church of England should by no means be translated as the 'national religion of the UK'. In terms of religion, the regions within the UK (i.e., the United Kingdom of Great Britain and Northern Ireland)—England, Scotland, and Northern Ireland—are completely independent, each with its own history and present situation."
544,"Of course, no one is perfect. But they have more people involved in editing than we do, so the chances of finding errors should be higher and faster. So relatively speaking, I still trust their content more."
545,"I apologize for my unfamiliarity with using the template, but at the time I only used a brief approach to point out that your doubts lacked clear basis. However, if you are questioning parts of those photos, I believe the reasoning is inappropriate."
546,"One cannot determine the correctness of a name solely based on the number of search results. As mentioned above, Snooker and English billiards both belong to the category of 'English-style billiards', and the use of '比力' or '士碌架' is merely to eliminate ambiguity."
547,I think the above text is your opinion. I don't quite agree with the above approach.
548,"Wikipedia: For reliable sources and details about the rules, you can consult sakamotosan. What needs to be made clear here is that facts exist objectively, are not influenced by subjective statements, and do not change over time."
549,
550,"According to Wikipedia: Neutral point of view, Wikipedia: Neutral point of view FAQ, and Wikipedia: Neutral point of view guideline: a neutral point of view is a point of view, not the absence of or removal of viewpoints. Therefore, removing article content on the grounds that it is 'POV' and not neutral is not reasonable."
551,"In news headlines in mainland China, the term 'best friend interfering in politics' often appears, and it is also mentioned in the references of the entry. This link is a related result searched on Baidu."
552,"Actually, should the title be converted to the locally used version (i.e., 'zh-hk: Guardian Egg Spirit; zh-tw: Shugo Chara')? This would make readers from different regions feel more comfortable, as the names used are the ones they are familiar with. The movie Titanic is a good example."
553,"The media has already reported the name of the event, so why is there a need to rename it? See Wikipedia: Naming conventions. Wikipedia is an encyclopaedia of facts, not of emotions, so please remove those creatively embellished titles."
554,"This entry was originally intended for laypeople, to introduce the basic knowledge of acupuncture, and should have provided points of interest to scholars as much as possible. Instead, it ended up criticizing acupuncture as unscientific and so on. Foreign bosses, on the other hand, are more pragmatic—if it saves money and is effective, they include it in health insurance coverage all the same."
555,"To put it simply, a number of Chinese websites deleted some reports—does that really warrant inclusion in an encyclopedia entry? Is there any verifiable information now proving that the Chinese government was behind this? The only news source has already been proven to be nonsense."
556,"If it doesn't matter, then don't change it—show some respect to those who do care. Defining multiple pronouns in the first paragraph, I think, is inappropriate. Common usage should take priority; for the less common 'Evangelion', it's better to just use 'Neon Genesis Evangelion' directly."
557,"The entry states that 'Ha Ji-won' is often mistranslated as 'Ha Ji-won' and others, but I think the word 'mistake' is inappropriate. Although Korean names have certain translation rules and sometimes corresponding Chinese characters, it doesn't mean that translations not conforming to these two aspects are necessarily wrong."
558,"Divergent series also have mathematical significance; they can be used for numerical approximation of functions and are called asymptotic series. In the late 19th century, mathematicians conducted specialized research on this and established a theory. See Klein's 'Mathematical Thought from Ancient to Modern Times', Volumes II and IV for details."
559,"The previous version of the 'Plot Summary' and this version of the 'Plot Summary' complement each other in terms of content. Therefore, the content of the previous version of the 'Plot Summary' is posted here for more information. Of course, if you're interested in the full details, you might as well read the entire novel."
560,"Lately, it feels like this entry is getting more and more disorganized with each edit. For example, the newly added 'Public Opinion' section seems to have mostly positive evaluations, which I feel violates neutrality (I'm not deleting it, leaving it for others to judge). What's worse is that subjective speculation has even been added—this isn't the first time."
561,"Hello, please carefully check the edit history yourself. I have never deleted your edits and replaced them with 'Biography of Jiang Zemin'; that was done by another user. I only made very minor neutral language adjustments, and later applied protection when an edit war broke out with another user."
562,Untitled. This topic is too broad; I suggest we first discuss the format. My view is to make it a popular science entry and include some interesting content.
563,"Comrade John is right, but what I want to say is that TA is not a tool to oppress others. Others are free to write 'tank' or 'armored vehicle' in the entry. Everyone can see and understand it clearly."
564,"To put it simply, this is the difference between a country's name and its official title. Just as 'China' is the name of the country in a historical and geographical sense, from a modern perspective, this land has always been called China from ancient times to the present; whereas Song, Yuan, Ming, etc., are official titles of dynasties."
565,"I recently edited the PLC entry on the Chinese Wikipedia, and I noticed that you were the only one who had edited it before. I wanted to discuss the edited parts with you, especially the removal of images that were transferred from the English version."
566,"First of all, there should not be too many examples listed in the entry, otherwise it replaces the function of categorization. Secondly, urban legends have their own definition, not all 'false things' fall into this category."
567,"Thanks to SilverReaper for the continued attention to this series. I helped correct some awkward sentences in the translation, as well as some obvious mistranslations, and also made suggestions for revisions on parts I found confusing while reading the entries."
568,"In response to all three: According to reliable sources (especially modern Chinese literature available in Taiwan), both 'Japanese Empire' and 'Empire of Greater Japan' are acceptable. According to English literature, most commonly it is 'Japanese Empire'."
569,The phrase '...the skull can support the face and protect the head from injury' clearly contains an error in 'protect the head'—it should be 'protect the brain.' The sentence '...this is a very common mistake made at the source in terms of terminology' is itself incoherent.
570,"Chinese Wikipedia policy Wikipedia:Naming conventions#General conventions: 'Use Chinese.' '降伏文書' is Japanese, meaning 'Japanese Kanji/Japanese Chinese characters.'"
571,"Mr. Benliusha, the statement on that webpage is completely unreliable. Very few Zhuang people who grew up in the city can speak the Zhuang language, and it's the same for the Yao, Dong, Mulao, and Gelao. Ethnic minorities who grow up in cities in Guangxi don't have a language environment, which is different from growing up in rural areas, and even more different from the other three autonomous regions."
572,"Some people disappear for ten days or even a month, and when they show up, they cause chaos. Some people's attitudes really need adjustment—constantly making enemies and assuming malice. Indeed, this collaborative space of Wikipedia may not be suitable for you."
573,"I'm new here. I looked up the Korean, Japanese, and English Wikipedia, and I think the Joseon Dynasty is better. There's no need to use 'Yi Dynasty' just because the Japanese use it, so Chinese, Taiwanese, and other Chinese-speaking people should use 'Joseon Dynasty' too. The Japanese also think the Yuan Dynasty wasn't Chinese but Mongolian, and that China is 'Shina'."
574,"The main issue lies in the fact that the concept of 'national security' itself is already full of controversy. The People's Republic of China has its own official interpretation, and I believe this interpretation should be presented on Wikipedia, while other countries do not agree with this interpretation."
575,"The United States handed over administrative rights of the Ryukyu Islands to Japan, not sovereignty—don't get it wrong. If you don't believe it, go read the English treaty signed between Japan and the United States."
576,"A reminder to Wikipedia readers. Joseph Needham was not Chinese, nor was he an expert in mathematics, but rather an expert in the history of Chinese culture. His research sources still require extensive follow-up and verification."
577,
578,An automatically running bot has found that the following external links may no longer be valid. Please help fix the broken links or remove them!
579,"Niluohan Baturu's second son: the eldest son Yindahuqi (former Imperial Guard officer) has one son, and the second son is Exili. Yindahuqi (former Imperial Guard officer) has one son: Waiku (former Imperial Guard officer) has two sons. Waiku (former Imperial Guard officer) has two sons: the eldest son Langtuli (former Imperial Guard officer) has two sons, and the second son Wubao (Assistant Gentleman) has one son."
580,"Singapore is classified as part of the 'Greater China Region' as a business practice, because its pop culture is similar to that of Hong Kong and Taiwan. This classification is used in advertising and marketing, and has nothing to do with identity."
581,"Personally, I also think it's unnecessary to add it, but currently, as long as the article is related to medicine, it is usually added. It was already there before I expanded the article, so I didn't remove it. Also, if several related sections are going to include it, it might be better to just place it at the top of the article page."
582,"Take a look, it's an uprising; look again, it's a rebellion. What's going on here? Personally, I think 'uprising' is inappropriate—nowadays, the media and the public rarely use 'uprising' to describe mass movements."
583,"May I ask, according to the number of media reports, what principle is used to determine the actual control and ownership of a region? —The above unsigned comment was added by Ean.ycchu (talk｜contributions) on February 23, 2014 (Sunday) at 16:22."
584,"I believe that the large amount of content you have added does not conform to the style guide and lacks reliable sources. Please note: Wikipedia is not a repository for indiscriminate information. Given the current situation, an edit war may break out."
585,"If you want to say 'Hopefully correct and objective knowledge always starts from Wikipedia on the internet,' then please step back, because you are violating the guidelines. Wikipedia has never been responsible for correctness. Because Wikipedia's policies clearly state 'no original research' and 'reliable secondary sources.'"
586,"My edits are already a compromised version, definitely not the 'entire section deleted' as you claimed. Moreover, the part about the illegitimate child cannot be verified outside of Chinese articles, and other English sources all deny the rumors of the Duke's infidelity, so it was trimmed and changed to say that some media 'claimed' it, and other parts of the article are sufficient to supplement it."
587,"Mr. Shizhao's mention of mandala as a plant is undoubtedly correct. In Chinese Esoteric Buddhism—specifically the Holy Esoteric Vajra Zen Buddhism—mandala is mystically revered as a kind of 'universal' medicine. However, it should be noted that mandala is highly poisonous, though being highly poisonous does not necessarily mean it is bad."
588,"I personally believe that the history of Goryeo before Yi Seong-gye was enthroned should be placed in a separate article, rather than being attached to this one. After all, we are writing an encyclopedia entry about Yi Seong-gye, not a historical thesis. If readers are interested, they can look it up themselves."
589,"The two links you provided both refer to the main text, not the infobox. I'm not disagreeing with your point; I think too many flags in the infobox can affect the layout. However, using flags in the infobox is a common practice on the Chinese Wikipedia."
590,"(+)-{Support}- I agree with what Suzhou Jun said: 'Wikipedia should reflect reality. We should respect how others label things, and just add explanations.' Even if those waypoints were changed according to the CCP's stance, it's still a fact."
591,"PSC has never been mentioned by anyone; perhaps the average Chinese person simply doesn't care about this issue. GB12345, if in China, would almost certainly be read as 'Guobiao Yiersansiwu' (National Standard 12345), and there may be three reasons for this. First, it's not in English, so it's not suitable to be read as English letters."
592,"It is recommended to include vocabulary related to 'water'. For example: water: drinking water, cold water, boiling water, sweet soup, pouring water, adjusting water (taking a shower), ?"
593,"According to , don't you mean that 'gravity' would be translated as '重力'? Content from the old version: In general literature, gravity (or gravitational force) refers to the universal gravitation experienced by objects on or near the surface of a celestial body (especially Earth). The measure of gravity is generally referred to as weight."
594,"Thank you for sharing your opinion. Regarding the first point, I believe that if more people could maintain the habit of reading carefully before commenting, the Chinese Wikipedia ecosystem would be better. Secondly, the user Feikeju believes in the value of quality over quantity."
595,"My version 18988223 clearly shows who insisted on adding POV content. Almost all the cited doubts were retained, only the part linking nationality to the green card was removed. And the main point of all the doubts is just one: Ma Ying-jeou did not fill out a form to voluntarily give up his green card."
596,"""For a man"" would never be translated as ""a small step."" As a result, the entire sentence that follows becomes an obvious mistranslation, completely contrary to Armstrong's original intent."
597,"The method of feminizing surnames in translation is really misleading. For example, Christie is translated as '克莉斯蒂'. But her first husband's surname was also Christie—surely we can't call him 'xxx·克莉斯蒂' too -___-."
598,"First, we need to understand three major issues: 1. The increasingly bloated CCP bureaucracy and the ever-growing cadre system after the founding of the country, which the CCP simply cannot afford. 2. Whether Mao Zedong is truly responsible for the 1960 famine. 3. The fundamental impact of the Korean War on the political direction of China after its founding."
599,"If one accuses someone of committing genocide under the first clause (massacre), then there must be evidence of massacre, and the perpetrator must clearly have the intent of exterminating a group. This is the literal interpretation. The idea that 'genocide' can be implied in 'intentional massacre' is a matter of study."
600,"It took some time to translate the main part of the English entry, with some minor adjustments made. For uncertain historical names, I followed the existing entries on Wikipedia; for cast and crew names, I used Mainland Chinese translations. Friends from Hong Kong and Taiwan, please add your local translation methods."
601,"Many place names are kept in their original form. In order to preserve the original meaning as much as possible, I didn't embellish or localize the sentences too much—I just translated them as literally as I could. Due to my limited Japanese proficiency, there may be parts that are unclear or don't sound natural in Chinese. I hope someone can help revise them to improve the entry."
602,"Although it may ultimately become a good article or even fail to meet the standard, I hope that through Oda Nobunaga and the people around him, everyone can better understand him. I will try to mention whether some trivial matters should be included. I have currently read the beginning part of the Shinchō Kōki and have some thoughts."
603,"Sorry for the late reply, and first of all, thank you for your opinion. However, we are discussing here, not editing. Everyone can have their own perspective, so stop using neutrality and objectivity as arguments — neither you nor I are qualified to represent those terms."
604,"The matter of 'Fighting Fantasy' doesn't seem important enough to warrant a special mention in the preface; introducing it in the development chapter is sufficient. The gameplay chapter has a section specifically introducing magic, which seems redundant with the previous section, and the explanation is too detailed to be meaningful for non-players."
605,"The term 'PLA entering Tibet' is inaccurate. Comparing it to similar phrases like 'US troops entering Afghanistan' and 'Japanese troops entering and exiting China', the former does not imply that Afghanistan is part of the US, while the latter conceals Japan's invasion of China. This shows that the phrase 'troops entering a place' is ambiguous, focusing only on the military aspect while ignoring the political implications."
606,"Hello, let me explain the issue. I also want to understand the logic behind fully translating names on the Chinese Wikipedia. Niao Jia, you might be the right person to explain this approach."
607,"In ancient India, the soul was called the 'Atman'. I have attended many Buddhist lectures that deny the 'Atman' of non-Buddhist (pre-Buddhist Indian beliefs). So, please find the sentence that says there is a soul?"
608,"This thing is usually called the 'Law of Refraction', right? Anyway, it's the first time I've heard the name 'Snell's Law'. Requesting a title change."
609,Also: Why does the exception regarding 'Mike Inel' only appear once in the entire text? Is it a redundant phrase?
610,"Previously, an editor added a lot of multimedia by combining commentary with images of the commentator in other contexts. Although the images may not be directly related to the article's subject, I think this approach is a good compromise when both sides are at an impasse."
611,"Strictly speaking, that image might not be the cover, but rather the cover illustration. (It's probably the difference between 'jacket' and 'jacket illustration'). The image I found on Amazon doesn't have any text (you can find the link in the image description)."
612,"Regarding the size of the Soviet Union in the world at that time, I have a map published during the Republic of China period, and it indeed ranks third as Brother Kiger said. It states: the first is the British Empire, the second is the French Republic, and the third is Soviet Russia."
613,Let me put it bluntly: Who do you think you are? A master of military history or a master of military secrets?
614,"There seem to be some differences between my argument and those of some netizens, so I would like to discuss them with you here. This is my edit: 'On July 1, 1925, the Nationalist Government was established in Guangzhou. On April 12, 1927, Chiang Kai-shek and others launched a purge of the party and established the Nanjing Nationalist Government.'"
615,"The premise is that the source comes from publicly reported media, not from a celebrity's statement or a public platform that frequently changes and cannot be verified. Just because the information is the same doesn't mean the source is reliable; the key is the verifiability and traceability of the source."
616,"Then I'll try to rewrite it. By the way, -{「」}- appears as 「」 in Simplified Chinese and can be used to replace -{『』}- (which appears as 『』 in Simplified Chinese). PS: I'll also tidy up the part about Ashitaba a bit."
617,"Does the response require me to find a full moon with both the sun and moon shining, with the sun in the east and the moon in the west? Go take a look yourself at 5 a.m. on September 30, 2012. At that time, the lunar path is higher than the ecliptic and it's summer in the Northern Hemisphere."
618,
619,"As one of the main contributors to the article, I do not support using the United Nations' translation as the main title of the article. In fact, many of the UN's Chinese translations are completely arbitrary. This translation turns a noun into a verb and fails to meet the standards of clarity, accuracy, and elegance."
620,"A virtual private network is just a technology that was often used in the past by companies, enterprises, and governments in network environments requiring closed access and a certain level of security. It's just that now a small number of people are using its side effect of traffic encryption to bypass internet censorship."
621,"Catholicism was the state religion of Portugal at the time, and semantically, the capitalized 'Deus' must refer to God. When referring to other deities, the name of the god must be added. Also, Portuguese nouns have gender; a goddess is 'deusa'."
622,"You define it by the terminology and dogma in documents, while I define it by the ownership in reality, by judging the political structure and social life. The vast majority of Stalinist states would not include the term 'Stalinism' in their documents themselves."
623,"These entries are indeed too long now. I agree with Yingxiu Yixin's suggestion on handling trivial events, as this can remove a significant portion of activity changes and similar events."
624,"Facebook is not a reliable source, and it's a primary source. This statement can be completely removed. If a reliable media outlet paraphrases it, it can be considered for inclusion or placed in the controversy section."
625,"(1) Your approach appears to be not editing, but deleting. David had a deep connection with Buddhism, having studied in a monastery and considered becoming a monk. His will requested Buddhist funeral rites, and the British media reported extensively on this. (2) David singing Chinese songs and his concern for Chinese issues were also largely deleted by you."
626,"If you want to add the relevant introduction, you can do it yourself, but you have no right to stop others from citing the obituary. Both television and the English Wikipedia have cited the obituary, only the Chinese Wikipedia has yet to record it. The Chinese Wikipedia entry for Steve Jobs may have become the last media outlet in the world to record it because of you."
627,"EMI General Manager Chen Ze-shan is suspected of 'hyping the news'. ... ... Perhaps, this manager is being made a scapegoat. You'll know if he gets fired—whether EMI agrees with his actions. Your precious Wikipedia doesn't write this or that, sigh!"
628,"I agree with the view that the translation of the United Nations' terminology can turn nouns into verbs. In fact, the most commonly used term in the Chinese version of relevant UN documents is 'female genital cutting' (while the English version usually uses FGM, which doesn't seem quite equivalent). I believe regional adaptation is still necessary."
629,Thank you for your feedback! I will continue to improve this entry when I have time and add more guiding statements to help readers understand.
630,"Allow me to point out that your methodology is too inconsistent, and the only thing consistent in your discussion is the insistence on the character 'silk'. Your argument has two evidence-supported points related to the topic, and I would like to present opposing views to each of them."
631,"Your opinion is unreasonable. Please understand that regardless of the level of review, including featured article reviews, there is no requirement for the article content to be in a unified simplified or traditional Chinese format. If you can only read simplified or only traditional Chinese, you should choose the appropriate automatic conversion mode yourself."
632,"In the article about the shortcomings of the Republic of China and the civil war, a lot of the content and annotations come from Mao Zedong's writings (there are five pieces). Is this how historical sources are supposed to be used? I usually edit on the English Wikipedia, and I often question whether the rules on the Chinese Wikipedia are well-established."
633,"Is the English term for the mitochondrial intermembrane space necessary? Of course, reactive oxygen species (ROS) can be presented as reactive oxygen (ROS)."
634,Glad to see such a highly important entry reach this level. The content is rich and meets GA standards. One suggestion is to expand the section on Confucianism's influence on Chinese folk beliefs.
635,"I created this entry. As for the translation 'Swedish Song Festival', I found it online. At the time, I was eager to create the entry but couldn't think of a good translation, so I tried searching for an existing one using a search engine."
636,"Since the animation style of the second season has started to change, I think the Chinese entry needs to be reorganized as soon as possible. Here are several proposals, and I personally prefer option 1. Please feel free to share your opinions."
637,"""It was Taiwan that refused to issue the entry permit, and Hong Kong has no law that allows the government to handle cases through judicial assistance [citation needed] [just kidding]."" Reliable sources are actually not hard to find, just open Google."
638,"This is just an entry about a geographical concept, why does it have to be so politically correct? The section title has already been changed to 'Countries and Political Entities', which indicates that the names in the list could be countries or political entities."
639,"I'm very sorry, I previously focused too much on the format and didn't look at the content: the link is not the original work, the author is Tianjiao, so I deleted the inappropriate words above. But I still need to point out: the original format definitely had issues."
640,"Response: Not at all, our Yushan content is really fine. Since it started in 2004 until now, the content has been very normal. Why ask? Why suddenly bring up a question that doesn't need an explanation?"
641,"1. It also states later, 'The UN report says there is no record showing that Hungarian troops defected to the Soviet army.' As I understand it, extraordinary claims require extraordinary sources, and a UN report, being a source questioned by one party involved in the event, should be treated with special scrutiny."
642,"At the end of the 16th century, Italian Jesuit missionaries came to China to preach, promoting cultural exchange between East and West. Zhu Zaiyu's theory of the twelve-tone equal temperament may have been introduced to Europe at this time. This claim needs a source. But it shouldn't be deleted either."
643,It's beyond saving. Using force is not considered intimidation. Blacking out the text so it can be seen by highlighting it is not considered intimidation.
644,"It should be preserved. 1. As long as he indeed had a significant impact in China. The impact could have been formed through direct contact with people, or it could be a metaphysical influence of consciousness."
645,"A reply: 1: Done. 2: Are you sure? If it's really a dead link, I don't believe that no one has re-reviewed the English version of the same FA."
646,"There are still issues with writing about certain countries. Why only talk about the US, UK, and China? If all countries are to be included, then it definitely can't be written one country per section. Instead, a summary of common management forms across countries can be provided, or the discussion can be divided according to different management characteristics."
647,The entry doesn't contain content about '1984'. I'll add 'from the 18th century to the 1930s' to the question. No wonder it's been a few days and it still hasn't appeared on DYK...
648,"Let's talk about the approach to making changes—it may be a bit much and disorganized, but it's also to gather feedback for writing back into the project guidelines. There are parts of both the English and Japanese versions that I don't quite agree with. First, the introduction: the Japanese version is too concise, while the English version is too verbose."
649,"Official scientific research has indeed proven that zopiclone is safer than other drugs, and many countries classify zopiclone as a regular medication. Authorities have also confirmed that zopiclone is safer than diazepam. Focusing only on the side effects of the drug is very biased."
650,"I have no intention of opposing anyone; I just want to share some thoughts on the development of the Chinese Wikipedia. Take the selection of featured articles, for example—so many people agree unanimously, yet no one explains clearly what makes them good or outstanding."
651,"In addition, regarding the true identity of the original author group GoRA, there is actually a source — the author introductions at the back of the official manga and official novels, which state 'This book's author XXX, a novelist belonging to GoRA.' This can be added during updates."
652,"I understood your point through the additional explanation. You're right, if it weren't for the case of the translation of 'The Sky of Fate', everything would be a normal narrative. But Wikipedia is about spreading correct knowledge."
