,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,engagement_markers,frame_markers,transitions,self_mentions,hedges,explicit_references,deontic_modal_words,boosters,situation_dependent_references,positive_connotations,chronological_markers,attitude_markers,causal_markers,adverbs_of_degree,slang_and_colloquialisms,place_time_svo,code_glosses,evidentials,emotional_self_disclosures,idioms,negative_connotations,figurative_language,endophoric_markers,hedges_adverbs_of_degree
539,u112001,Must think over my position and how I may improve it.,1.0,Must<deontic_modal_words> think over my<self_mentions> position and how I<self_mentions> may<hedges> improve it.,0.0,0.0,0.0,0.03773584905660377,0.018867924528301886,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,u47281,and I thought -- well you know how we all are.,5.0,and<transitions> I<self_mentions> thought<hedges> -- well<frame_markers> you<engagement_markers> know<hedges> how we<self_mentions> all are.,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,u165503,"It goes both ways, but the people who actually-- usually do the killing for it wind up on the Muslim side.",5.0,"It goes both ways, but<transitions> the people who actually<boosters>-- usually<hedges> do the killing for it wind up on the Muslim side.",0.0,0.0,0.009433962264150943,0.0,0.009433962264150943,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,u255281,I'm afraid they are not my specialty at all,2.0,I'm<self_mentions> afraid they are not my<self_mentions> specialty at all,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,u155717,"You're not gonna keep him in the backyard, are you?",4.0,"You're<engagement_markers> not gonna<slang_and_colloquialisms> keep him in the backyard, are you<engagement_markers>?",0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,u135337,Can' t youeven jack me off properly?,1.0,Can'<deontic_modal_words> t youeven<engagement_markers><attitude_markers> jack me<self_mentions> off properly?,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,u34942,"who are V-Day women, who are opening the first safe house",4.0,"who are V-Day women, who are opening the first<chronological_markers> safe house",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,u250509,I will give you what you want.,4.0,I<self_mentions> will give you<engagement_markers> what you<engagement_markers> want.,0.06666666666666667,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,u202606,"If you got a minute, we'd like to talk to you.",2.0,"If you<engagement_markers> got a minute, we'd<self_mentions><hedges> like to talk to you<engagement_markers>.",0.043478260869565216,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,u86815,SYNAPSE links every communication device on the planet.,1.0,SYNAPSE<explicit_references> links every communication device on the planet.,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,u269465,You have a whole not her head up there.,4.0,You<engagement_markers> have a whole not her head up there<situation_dependent_references>.,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,u262189,Does that mean you're about to have one?,5.0,Does that mean<code_glosses> you're<engagement_markers> about<hedges> to have one?,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,u69042,"But when they took Deck 11, they just stopped.",5.0,"But<transitions> when they took Deck 11<explicit_references>, they just<boosters> stopped.",0.0,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,u50208,"the squid goes back to sleep, it buries itself in the sand,",1.0,"the squid<explicit_references> goes back to sleep, it<situation_dependent_references> buries itself<situation_dependent_references> in the sand,",0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,u152985,"I was sitting in the garden of my very nice house when an old man approached, and he said to me,",2.0,"I<self_mentions> was sitting in the garden of my<self_mentions> very<adverbs_of_degree> nice house when an old man approached, and he said to me<self_mentions>,",0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,u143828,So why are they on your walls instead of magazine covers?,4.0,So<transitions> why are they on your<engagement_markers> walls instead of magazine covers?,0.017543859649122806,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,u82472,She's got a headache and she's dizzy.,1.0,She's got a headache and she's dizzy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,u148793,And let's have no displays of indignation.,2.0,And<transitions> let's<engagement_markers> have no displays of indignation.,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,u103648,"Hey, buddy, you got a dead cat in there or what?",2.0,"Hey, buddy, you<engagement_markers> got a dead cat in there or what?",0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,u54623,What is cinema to you? What do you do with cinema?,2.0,What is cinema to you<engagement_markers>? What do you<engagement_markers> do with cinema?,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,u50422,"So there's a third approach, if we look at it this way.",5.0,"So<causal_markers> there's a third<frame_markers> approach, if we<self_mentions> look at it this way.",0.0,0.01818181818181818,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,u33193,"which is considered to be the oldest underground train tunnel in the world,",4.0,"which is considered to be the oldest underground train tunnel in the world,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,u206137,"All alone, no one to worry about you.",3.0,"All alone, no one to worry about<hedges> you<engagement_markers>.",0.02702702702702703,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,u272625,"OK, son, you can try and unload the driver.",4.0,"OK, son, you<engagement_markers> can<deontic_modal_words> try and unload the driver.",0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,u268812,We shouldn't say anything till our lawyers get here.,2.0,We<self_mentions> shouldn't<deontic_modal_words> say anything till our<self_mentions> lawyers get here.,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,u85536,What's gonna happen when I can't remember anything any more?,2.0,What's gonna<slang_and_colloquialisms> happen when I<self_mentions> can't<deontic_modal_words> remember anything any more?,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,u271292,"I promise you, I'il play you next season, okay?",2.0,"I<self_mentions> promise you<engagement_markers>, I'il<self_mentions> play you<engagement_markers> next<chronological_markers> season, okay?",0.0425531914893617,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,u265531,"Shoulder area, large,discreet drops in a single line.",4.0,"Shoulder area<place_time_svo>, large,discreet drops in a single line.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,u241894,"But I won't care, even if I get fired.",1.0,"But<transitions> I<self_mentions> won't care, even<transitions> if I<self_mentions> get fired.",0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,u189482,"Just like you, preserving those great artworks.",4.0,"Just<boosters> like you<engagement_markers>, preserving those great artworks.",0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,u183112,"This is James, and he's applying for a games job.",1.0,"This is James<explicit_references>, and he's<situation_dependent_references> applying for a games job.",0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,u211903,Those belonged to a young couple a few years ago.,4.0,Those<explicit_references> belonged to a young couple a few years ago.<situation_dependent_references>,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,u131517,"We never did ourIaundry together, and that was it.",3.0,"We<self_mentions> never<boosters> did ourIaundry<self_mentions> together, and that was it.",0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,u277208,You ain't gonna see an image brighter than this.,2.0,You<engagement_markers> ain't<slang_and_colloquialisms> gonna<slang_and_colloquialisms> see an image brighter than this<situation_dependent_references>.,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,u63865,"Sometimes, God likes to put two guys in a paper bag and just let 'em rip.",4.0,"Sometimes<hedges>, God<explicit_references> likes to put two guys<slang_and_colloquialisms> in a paper bag and just<boosters> let 'em<slang_and_colloquialisms> rip.",0.0,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,u73257,"""It's mine sir, does it please you?""",4.0,"""It's mine sir, does it please you?<engagement_markers>""",0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,u54346,"to guess how many people die from tornado, fireworks, asthma, drowning, etc.",2.0,"to guess<hedges> how many people die from tornado, fireworks, asthma, drowning, etc.",0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,u296169,"If you can dream it, you can do it.",1.0,"If you<engagement_markers> can<deontic_modal_words> dream it, you<engagement_markers> can<deontic_modal_words> do it.",0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,u299553,I couldn 't say no to my father.,3.0,I<self_mentions> couldn 't say no to my father.,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,u227727,And nothing I ever did ever took that feeling away.,4.0,And<transitions> nothing I<self_mentions> ever did ever took that feeling away.,0.0,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,u284850,"Perhaps we could cover a little philosophical ground,",2.0,"Perhaps<hedges> we<self_mentions><engagement_markers> could<hedges> cover a little<hedges> philosophical ground,",0.018867924528301886,0.0,0.0,0.018867924528301886,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,u59361,"Paris-Marseille 2 airbags in front, 2 in back, 4 at the sides.",1.0,"Paris-Marseille<explicit_references> 2 airbags in front<place_time_svo>, 2 in back<place_time_svo>, 4 at the sides<place_time_svo>.",0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,u92792,"Personally,I don't care where his body rots,but my mother will want a proper burial.",2.0,"Personally,<attitude_markers> I<self_mentions> don't care where his body rots, but<transitions> my<self_mentions> mother will want a proper burial.",0.0,0.0,0.011904761904761904,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,u162353,"There's more to a bottle cap than keeping liquid from leaking out of glass!""",2.0,There's more to a bottle cap than keeping liquid from leaking out of glass!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,u196963,"I hate to give credit to anyone who looks like Yosemite Sam, but I'm writing it down.",3.0,"I<self_mentions> hate<attitude_markers> to give credit to anyone who looks like Yosemite Sam<explicit_references>, but<transitions> I'm<self_mentions> writing it down.",0.0,0.0,0.011764705882352941,0.023529411764705882,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,u154269,"It makes sex feel better, for God's sakes.",4.0,"It makes sex feel better, for God's sakes<idioms>.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0
585,u75233,Those are only good for wiping your ass.,2.0,Those<situation_dependent_references> are only good for wiping your<engagement_markers> ass.,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,u2813,Alright? That's not something that we can finance or buy today.,3.0,Alright?<engagement_markers> That's not something that we<self_mentions> can<deontic_modal_words> finance or buy today.<chronological_markers>,0.015873015873015872,0.0,0.0,0.015873015873015872,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,u185213,I still need to return this money to you,2.0,I<self_mentions> still<transitions> need<engagement_markers> to return this money to you<engagement_markers>,0.05,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,u239920,She buys two for $1 at the market.,1.0,She buys two for $1 at the market.<place_time_svo>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,u138979,"Well, he moonlights as a low-level enforcer.",2.0,"Well<frame_markers>, he moonlights as a low-level enforcer.",0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,u140916,"But when you're down 27 points in the fourth quarter... that's when you got to ask yourself, ""Who you gonna call?""",4.0,"But<transitions> when you're<engagement_markers> down 27 points in<place_time_svo> the fourth quarter... that's<frame_markers> when you got<deontic_modal_words> to ask yourself<engagement_markers>, ""Who you<engagement_markers> gonna<slang_and_colloquialisms> call?""",0.02631578947368421,0.008771929824561403,0.008771929824561403,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,u855,"So, we should put it in the San Andreas Fault Line in San Francisco,",4.0,"So<transitions>, we<self_mentions> should<hedges><deontic_modal_words> put it in the San Andreas Fault Line in San Francisco,",0.0,0.0,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,u194695,It's just like this drink you get all the time.,4.0,It's just<boosters> like this drink you<engagement_markers> get all the time.,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,u217617,There doesn't have to be a reason.,2.0,There doesn't have to<deontic_modal_words> be a reason.,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,u165242,"I say, ""Well, you got a problem.",4.0,"I<self_mentions> say<code_glosses>, ""Well<frame_markers>, you<engagement_markers> got a problem.""",0.03125,0.03125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,u78600,"He calls it ""rebicycling. ""Something like that.",4.0,"He calls it ""rebicycling. ""Something like that.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,u88508,A lot of people frown on the Yanks... for not being in this war yet.,4.0,A lot of people frown on the Yanks<explicit_references>... for not being in this war yet<transitions>.,0.0,0.0,0.014705882352941176,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,u262874,"But he got arthritis then, and he killed himself.",3.0,"But<transitions> he got arthritis then<transitions>, and he killed himself.",0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,u156381,Till all the world knows your story,4.0,Till<chronological_markers> all the world knows your<engagement_markers> story,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,u161203,What did you say your name was?,1.0,What did you<engagement_markers> say your<engagement_markers> name was?,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,u213056,"'Where we're going, we don't need roads.'",4.0,"'Where we're<self_mentions> going, we<self_mentions> don't need roads.'",0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,u272884,"""Can you put me up for the night?""",1.0,Can<deontic_modal_words> you<engagement_markers> put me<self_mentions> up for the night?<engagement_markers>,0.058823529411764705,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,u298195,They built them a lot smaller back then.,5.0,They<situation_dependent_references> built them<situation_dependent_references> a lot<adverbs_of_degree> smaller back then<chronological_markers>.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,u14156,"I was swallowing the bitterness, sitting here alone and watching them.",4.0,"I<self_mentions> was swallowing the bitterness<figurative_language><emotional_self_disclosures>, sitting here<situation_dependent_references> alone and watching them<situation_dependent_references>.",0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.014285714285714285,0.0,0.0
604,u29257,"Now, my math's a little shaky, but this is pretty good,",2.0,"Now<frame_markers>, my<self_mentions> math's a little<hedges> shaky, but<transitions> this is pretty<adverbs_of_degree> good,",0.0,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,u212148,You think he couldn't pay someone to make the phone call for him?,3.0,You<engagement_markers> think he couldn't<hedges> pay someone<situation_dependent_references> to make the phone call for him<situation_dependent_references>?,0.015384615384615385,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,u75560,"Well, you know, you've always got me.",2.0,"Well<frame_markers>, you<engagement_markers> know<hedges>, you've<engagement_markers> always<boosters> got me<self_mentions>.",0.05405405405405406,0.02702702702702703,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,u76406,"I want you to conduct a field test for us, Greg.",2.0,"I<self_mentions> want<frame_markers> you<engagement_markers> to conduct a field test for us<self_mentions>, Greg<explicit_references>.",0.020833333333333332,0.020833333333333332,0.0,0.041666666666666664,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,u90793,He had finally sent me a vision.,4.0,He had finally<frame_markers> sent me<self_mentions> a vision.,0.0,0.03125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,u8226,which all of the things in the stuff I'll show you today,5.0,which all of the things in the stuff I'll<self_mentions> show you<engagement_markers> today<chronological_markers>,0.017857142857142856,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,u165998,That's how most people do it.,4.0,That's<code_glosses> how most<hedges> people do it<situation_dependent_references>.,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,u81864,"It's violent, it's ugly, and it's messy.",4.0,"It's<situation_dependent_references> violent<negative_connotations>, it's<situation_dependent_references> ugly<negative_connotations>, and it's<situation_dependent_references> messy<negative_connotations>.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0
612,u169502,"You get no more than three years, you start serving it immediately.",1.0,"You<engagement_markers> get no more than three years, you<engagement_markers> start serving it immediately.",0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,u79964,He is seeking to coexist with us peacefully.,2.0,He<situation_dependent_references> is seeking to coexist with us<self_mentions> peacefully.,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,u208681,"If you hadn't talked to that squeak toy before the show, you never would've pulled this off.",3.0,"If you<engagement_markers> hadn't talked to that squeak toy before<chronological_markers> the show, you<engagement_markers> never<boosters> would've<hedges> pulled this off.",0.021739130434782608,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.010869565217391304,0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,u183621,You might want to buckle up.,3.0,You<engagement_markers> might<hedges> want<frame_markers> to buckle up.,0.03571428571428571,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,u288541,It will incite more fights when others find out,4.0,It will incite more fights when<chronological_markers> others find out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
